canonicalActorId,actorName,halfYear,periodStart,periodEnd,ldaActivityFilingCount,ldaNativePeriodsPresent,ldaNativePeriodsExpected,ldaNativePeriodFootprint,ldaFilingUuids,ldaExpenseRecords,ldaIncomeRecords,ldaExpenseMethodMissing,ldaApiExpenseMethods,committeeId,pacStatus,pacReasonCodes,candidateContributionsDollars,independentExpendituresDollars,totalDisbursementsDollars,pacSourceRecordIds,pairedSourcePresence,provisionExposure,interpretation
cand-b905d6833296,American Petroleum Institute,2008H2,2008-07-01,2008-12-31,23,2,2,present,07e4eb5c-0ba2-488e-a0ab-9e3c3d5766a4;0bf39a68-49d3-4e44-ac4c-e894cecf89bb;131419da-0fcb-4df4-a576-5679d59f1c1f;29e10371-7f22-4087-a4df-49b485559d3a;2d438f4c-a7d2-4e35-a07a-7d8a20a0c4fc;2f49a245-4e0f-4462-844f-acbd01543437;3d08060d-73c1-4794-851d-e0b389b32848;49a429c3-eb34-437f-a938-982a260256ac;5bc33cb5-fc89-4ff5-be1e-12443732eb2e;5d4c91d3-5f2c-46d1-b212-4511b21b087e;5f2af382-cab7-468e-b871-963bf41bf8c6;65951985-27a4-4168-8561-a29029200a55;68fb7307-79b0-48e0-aa48-2b6f4ecd0e87;7a0e1c05-8eb0-4392-9df2-f9ef1170e958;7c3bb685-c17c-4f6b-ba2b-61a022609e56;82e91673-94bd-407a-b25c-7eec2f1c4373;8e32d976-3750-4f23-8311-0288a7831c88;b7f83fc3-190b-45ac-b198-498980b9090f;b88bc2dc-ddda-454c-b624-d8c281579b7d;c276a01d-d285-4f51-8ac6-7577d61c59fc;d49b47ea-d3d5-43ac-8e90-a78b65ff3a8a;da7ca089-2cd1-45d6-b9cf-b715b5cc6aba;e950bee5-b9fd-40f4-859c-4eb824ffaaee,2,16,0,A,,outside_pac_acquisition_cohort,not_acquired_in_this_cohort,,,,,false,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2003H1,2003-01-01,2003-06-30,3,1,1,present,72d04d1e-de99-4acf-81b2-8bc22417387c;cd5531e5-24c6-41d9-84aa-b9b1051d619a;f70db48f-961e-4816-ae01-b4dad6386d97,1,2,1,,C00007450,observed_complete,,78749.55,0.00,78749.55,file:76092;file:78051;file:81112;file:84849;file:86834;file:89551,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2003H2,2003-07-01,2003-12-31,4,1,1,present,00402a35-a25c-456a-b6f2-6abc4e780088;09d16ac2-060d-40c0-a747-a11d4cab0182;3596fcdc-0a23-4406-af67-0e41c600f881;c82c7e7c-3a06-4c04-92dc-1fe3e97cae6a,1,3,1,,C00007450,observed_complete,,41850.00,0.00,41852.75,file:101207;file:103390;file:93274;file:94904;file:96937;file:99728,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2004H1,2004-01-01,2004-06-30,3,1,1,present,027f49cf-d9e9-4817-a5ca-4f9662c8d370;562cc32e-6160-4363-89dd-e1cff4b1527f;e0b30381-e7c3-419c-b027-38f566cdc9be,1,2,1,,C00007450,observed_complete,,87669.18,0.00,88850.43,file:108052;file:111303;file:119339;file:120582;file:122079;file:125596,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2004H2,2004-07-01,2004-12-31,3,1,1,present,3937f616-419d-4717-a7fb-5f6d16f4bc95;657cc2fe-b5ec-4b81-b4df-315af92bef78;74ef5df0-ed71-4e8a-a6fe-c160a2018522,1,2,1,,C00007450,observed_complete,,75083.49,0.00,75083.49,file:131360;file:135063;file:137759;file:142528;file:152512;file:159012,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2005H1,2005-01-01,2005-06-30,3,1,1,present,6bb81446-f048-4a7d-b233-293fdaa08056;9c204885-b084-4792-a0f9-0e87f608c8b6;bc03bfac-df48-4a80-b8a2-de72648f3f6b,1,2,1,,C00007450,observed_complete,,116915.43,0.00,119262.82,file:164772;file:167336;file:170376;file:173936;file:176299;file:179417,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2005H2,2005-07-01,2005-12-31,3,1,1,present,6e9628f3-e539-40b3-84fc-823d19d29498;79e60306-d2ca-46fe-b0da-3047ccae888d;f796a29c-6831-43a6-a7b0-2d1ffb025204,1,2,1,,C00007450,observed_complete,,63100.00,0.00,63212.00,file:184036;file:185999;file:189835;file:191500;file:193480;file:195858,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2006H1,2006-01-01,2006-06-30,3,1,1,present,542b467f-143f-41d8-8465-cc4665ef3900;8bf1e358-6bc2-4c7c-a85e-25ecf5635f51;c78b78a9-917a-4274-b1ae-f096a1a57cc4,1,2,1,,C00007450,observed_complete,,94850.00,0.00,95372.00,file:201515;file:206083;file:210134;file:216827;file:222326;file:228377,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2006H2,2006-07-01,2006-12-31,3,1,1,present,92409465-c742-4895-8b34-0b70bd64adcd;af125d61-81d3-49cd-87eb-cfd180c5422f;c5c7c61a-7899-40c0-85f6-c4f7f020f3dc,1,2,1,,C00007450,observed_complete,,113133.50,0.00,113168.50,file:233122;file:245393;file:246360;file:249337;file:262365;file:269683,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2007H1,2007-01-01,2007-06-30,4,1,1,present,59959799-8fcc-43ef-945b-20717e08c33e;71d3e6f9-a856-4072-a079-36b0b1951cd2;7a83f40f-5462-4965-9c79-3f9a4a04a113;8092e86d-e6d6-4992-af22-5012b9dbe861,1,2,1,,C00007450,observed_complete,,140500.00,0.00,141530.00,file:277715;file:281356;file:284274;file:288733;file:290859;file:293477,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2007H2,2007-07-01,2007-12-31,6,1,1,present,284fbcfc-8392-4f69-bbaf-c0d9d4af5c68;4a2b3def-0291-4fb3-af1f-f71dd644dbbb;67ea44cd-2394-4467-a57a-7710429d1e34;b6141cbd-2c0c-48cb-aaac-327820ecb54e;e6418e7d-d60f-4061-893f-6afd36085ed6;f1ed1006-b885-4c11-b967-a09f759b0ae7,3,2,3,,C00007450,observed_complete,,66250.00,0.00,66280.00,file:301541;file:303479;file:307701;file:311036;file:312853;file:320694,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2008H1,2008-01-01,2008-06-30,9,2,2,present,19fa1416-7ba7-462f-8433-42d0f9079629;1bb3b2dd-83e5-48d5-94ff-57ca81e909da;349571d1-603c-4e4a-8c29-9b046d1ac705;4610175e-254b-441f-a18e-f92be227fdd2;481463f4-38ac-4914-90b6-0988804d7bc3;83e74b37-012c-4aac-9a2b-5807659a815c;8b5396bb-badb-4825-a93d-60f4877b1269;b7cd366c-b55c-4670-86d2-d7691cb3a48e;c704efd3-2014-448c-826d-0e94bd01cd29,2,7,0,C,C00007450,observed_complete,,118000.00,0.00,118565.00,file:322652;file:331666;file:339721;file:345419;file:346562;file:350952,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-d5522e62fad7,AMERICAN GAS ASSOCIATION,2008H2,2008-07-01,2008-12-31,8,2,2,present,211e5efd-c6e2-4ede-9db2-86f90f186ef1;24bdff91-70b3-40c5-a276-0684c8c64ea0;3520c520-a8ff-4207-8a8c-a7aecad7011b;4046d743-5313-4e50-833d-785fb9fdb89c;60a13d81-0ddc-4284-ad8d-815f86bc07da;77db7fcf-aedc-4f36-adf0-1a57a8879b7a;8034f4c6-d1af-4d18-a408-cd14611cb068;e195369f-fc09-4658-bb9b-5ae5de5d4578,2,6,0,C,C00007450,observed_complete,,72000.00,0.00,72030.00,file:358472;file:371095;file:371104;file:372233;file:386059;file:395436,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2003H1,2003-01-01,2003-06-30,4,1,1,present,20c683b7-f75f-46ab-ab43-609699b7c337;27dc1757-7f22-44a3-9187-13b4dc4f5825;debb12bf-4fac-4fe5-a490-cc7f09c94ac9;e6750bf8-ed99-41dc-9c6d-37f460d3cbf2,1,3,1,,C00024521,observed_complete,,841625.00,0.00,1830246.19,file:99858,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2003H2,2003-07-01,2003-12-31,4,1,1,present,37502508-389d-4e27-8962-30093cdf825d;3a8cf433-a935-4a2d-8397-fb15087151d2;bcb55688-3d56-4c98-a546-0730eb923bfa;e958a3ea-8e8b-4fc9-9645-1337ca2eaf25,1,3,1,,C00024521,observed_complete,,608500.00,0.00,1203683.61,file:105304,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2004H1,2004-01-01,2004-06-30,4,1,1,present,4be1970e-f72a-48cb-a66e-8065dfd6db8a;58071edd-7727-40ba-9cde-9ab6802a1bb8;62371707-d866-4390-90b8-be1795fa2227;be8cff78-e35b-434c-aaf5-82575c89cedf,1,3,1,,C00024521,observed_complete,,904500.00,0.00,1416295.68,file:108867;file:112298;file:117497;file:118948;file:122735;file:128373,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2004H2,2004-07-01,2004-12-31,4,1,1,present,72fc2b87-eddd-490e-8c80-44de702686f1;97617617-9e94-4835-bee6-30132efe19e6;9a33e7a1-8b31-4dca-bb13-029e0cb549f8;dd2fcf96-0330-44e3-ae02-f911f8a7b694,1,3,1,,C00024521,observed_complete,,804000.00,0.00,2031927.37,file:131092;file:140349;file:140428;file:148410;file:153745;file:161740,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2005H1,2005-01-01,2005-06-30,6,1,1,present,78eafdbb-4cfa-4b27-ba1b-f29b6fdb87da;84474d21-427e-4bd8-aa25-79bc54c2bd5e;ab23db46-1c9b-4509-a0e5-96ba7cac6c6d;d72204ef-692a-4b5f-a757-b480ccd9c646;dfa590db-e37c-4b60-8789-1c2eae90add0;e8171441-7e83-4c9e-b896-51e57a851cc7,2,4,2,,C00024521,observed_complete,,835000.00,0.00,1833118.90,file:165321;file:167861;file:174413;file:174425;file:176907;file:184332,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2005H2,2005-07-01,2005-12-31,5,1,1,present,0b1025dd-bcc3-4bed-bedf-e712f961e88a;3483ffb1-f1f4-418c-80b5-abf75ba0d024;b53db4eb-a3e2-465a-91b4-51e10da90408;cda90ce4-487d-415a-98d9-535be41f6b94;f2149aff-c82a-4f44-bd11-25ca1d96d473,1,4,1,,C00024521,observed_complete,,807500.00,0.00,1141126.39,file:184373;file:186877;file:190134;file:194256;file:194277;file:198774,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2006H1,2006-01-01,2006-06-30,5,1,1,present,028b723f-9f4d-4bf8-84ac-d4e2ada21944;419c61e4-64da-463f-9e0b-9a9e88051460;70676224-e4e0-4a06-8afb-ab7737eacae9;82782f8c-e4d4-4eee-89bb-1b36b23d0278;b35ba353-e9c4-4a3f-ba80-d6d9347b5a09,1,4,1,,C00024521,observed_complete,,1095500.00,0.00,1410881.45,file:202780;file:207661;file:213708;file:218034;file:222632;file:229566,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2006H2,2006-07-01,2006-12-31,5,1,1,present,2d1c91a8-0d49-4121-a930-a8d0181a8396;5879e974-425e-4b77-87ae-69d2d5862b6f;6e46bb1a-eacb-47a0-96d1-d671f2b04cd9;9cd4a502-7cf5-4359-9724-9e960c37deab;acc99e68-4677-4bd1-8106-a94f2e9e7147,1,4,1,,C00024521,observed_complete,,679000.00,0.00,1933777.16,file:233195;file:239039;file:245949;file:249207;file:263195;file:271412,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2007H1,2007-01-01,2007-06-30,6,1,1,present,18227801-60a1-4a29-adc6-ef2292d3d0cd;46e39a47-207f-4f89-a97a-08855550d626;ac20d112-f3a3-4c5f-8568-565e61e6d083;b7cbb7ae-37f9-438f-be19-9131c9fe1ea8;c19a316f-abef-42c0-a06c-05e6a46be749;d4474fe7-5d0e-42fd-9ca1-d38811f607fd,1,5,1,,C00024521,observed_complete,,887000.00,0.00,1585639.50,file:355291,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2007H2,2007-07-01,2007-12-31,5,1,1,present,19727676-504f-42ac-928a-2f15e5d3effd;390a3146-3b77-4ecd-afde-97cfbd9ee5b5;3ca9400c-73f5-430d-b1b2-d2411fcdd318;6f470e89-aff3-4557-a09e-e99d7f565762;ea3ab2ad-221c-483a-877e-42b08a7d1d52,1,4,1,,C00024521,observed_complete,,789500.00,0.00,1373958.37,file:355321;file:355346;file:376556,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2008H1,2008-01-01,2008-06-30,13,2,2,present,0470c414-abdd-441f-9b81-2cb54609f9c5;08ee0987-daaa-448b-b481-61bf549553a3;29f9d6e5-839a-417b-9ddb-d0c151fbecf9;2ea34f2d-af95-43e1-a34f-597983da56e8;3b17e9e8-061f-4d09-aca8-e1de30ff8d7b;3c7501f8-09f0-4f25-a3f8-8d215d122e43;7e3288af-439b-4a27-8d42-a3d7ae060f79;8cdc0c87-d5a0-498a-b0a5-ef258c345e02;a88bb46c-0654-4a4e-a590-6d957c4d775a;bcf7c4ad-cebe-4332-9c47-0d35ec390bd0;c7c2ca8d-092b-49e4-97c1-83cd4dcdf2ee;f83fc609-6500-4843-90fe-08275bc86424;f8779c4f-3527-4db1-bf8d-a6cb88298d1b,2,11,0,A,C00024521,observed_complete,,1065500.00,0.00,1442419.01,file:355359;file:355439;file:355458;file:355805;file:357159;file:372373,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
cand-f7178708cc78,AMERICAN ASSOCIATION FOR JUSTICE,2008H2,2008-07-01,2008-12-31,12,2,2,present,006bb05f-f1e9-407f-a976-0cafbb75db45;16b6f77a-c91d-42af-9fb9-ecf8cff30ee2;16f6e743-fb84-48de-b2f2-1e8e6b212947;2365b491-b98b-470a-8ab9-03101c636dba;54da1a5d-921d-4045-8bf4-ac5d9b01c5ab;93824c77-6e5a-450d-9380-b81fe9392190;96bbe05e-2943-4515-a924-0f686f30e973;c1fe5db0-b0ed-401b-9f29-f159a9f3e277;c298240c-eb89-4e08-b960-17a08a8ead15;c9896d22-9133-4cd3-a442-05ea5870e32e;d5f945fc-03da-40fc-b7f3-ca493713a107;f7c632ba-6687-4c52-b1dd-9fa6fe1deba7,2,10,0,A,C00024521,observed_complete,,799000.00,66640.59,1366995.27,file:372416;file:372466;file:372529;file:374122;file:388257;file:399562,true,not_established_by_source_presence,"Source presence only; no LDA total, matched control or causal effect established."
