candidateActorId,normalizedName,displayName,sourceSystemCount,sourceSystems,venueCount,venues,candidateType,sourceRecordCount,issueDomains,totalActivityAmount,sourceRecordSamples,candidateUse,reviewAction,claimBoundary
cand-3d3c1f3531bc,BATTELLE MEMORIAL INSTITUTE,BATTELLE MEMORIAL INSTITUTE,2,USAspending agency actions; USAspending awards,1,procurement,same_venue_multi_source,63,procurement,1669.7945,USAspending agency actions:usaspending-procurement-actions.csv:68HERC24F0029|68HERC24F0029|F125YU6SWK59:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HERC22F0417|68HERC22F0417|F125YU6SWK59:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HERC23F0201|68HERC23F0201|F125YU6SWK59:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HERC23F0201|68HERC23F0201|F125YU6SWK59:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HERC24F0559|68HERC24F0559|F125YU6SWK59:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HERC22F0417|68HERC22F0417|F125YU6SWK59:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HERC24F0416|68HERC24F0416|F125YU6SWK59:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HERC23F0273|68HERC23F0273|F125YU6SWK59:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-6a1136658ba9,MISSION SUPPORT TEST SERVICES,MISSION SUPPORT & TEST SERVICES LLC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,14,procurement,1626.2537,USAspending national actions:usaspending-procurement-national-actions.csv:DENA0003624|DENA0003624|YSYZHPCG4XB3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DENA0003624|DENA0003624|YSYZHPCG4XB3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DENA0003624|DENA0003624|YSYZHPCG4XB3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DENA0003624|DENA0003624|YSYZHPCG4XB3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DENA0003624|DENA0003624|YSYZHPCG4XB3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DENA0003624|DENA0003624|YSYZHPCG4XB3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DENA0003624|DENA0003624|YSYZHPCG4XB3:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DENA0003624|DENA0003624|YSYZHPCG4XB3:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-fe80ac794210,OLIN WINCHESTER,OLIN WINCHESTER LLC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,10,procurement,1616.4355,USAspending national actions:usaspending-procurement-national-actions.csv:W519TC24F0272|W519TC24F0272|HCFGYBJNH9S5:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:W519TC24F0083|W519TC24F0083|HCFGYBJNH9S5:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:W519TC24F0083|W519TC24F0083|HCFGYBJNH9S5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140R8124F0006|140R8124F0006|MXB2U9UM7TL5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140P2124F0007|140P2124F0007|MXB2U9UM7TL5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140P9724P0015|140P9724P0015|MXB2U9UM7TL5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140P3024F0016|140P3024F0016|MXB2U9UM7TL5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W519TC24F0083|W519TC24F0083|HCFGYBJNH9S5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-a8141375fd67,HENSEL PHELPS CONSTRUCTION,HENSEL PHELPS CONSTRUCTION CO,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,20,procurement,1609.9978,USAspending national actions:usaspending-procurement-national-actions.csv:47PK0124C0011|47PK0124C0011|KC87NGP2E9N7:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:47PK0124C0007|47PK0124C0007|KC87NGP2E9N7:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140G0322C0005|140G0322C0005|LA5LXK1PHJB5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140G0322C0005|140G0322C0005|LA5LXK1PHJB5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140G0322C0005|140G0322C0005|LA5LXK1PHJB5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140G0322C0005|140G0322C0005|LA5LXK1PHJB5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W9128F24C0009|W9128F24C0009|H1KPDZLCMNR8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W912DR22C0018|W912DR22C0018|GPYDJ1NKULS8:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-e42f63d55e96,TRUMBULL BRAYMAN CONSTRUCTION JOINT VENTURE,"TRUMBULL CORPORATION AND BRAYMAN CONSTRUCTION CORPORATION, A JOINT VENTURE",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,1539.8526,USAspending national actions:usaspending-procurement-national-actions.csv:W911WN24C8011|W911WN24C8011|K8T9HADURNM9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W911WN24C8011|W911WN24C8011|K8T9HADURNM9:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-cb34b1e82bf1,AMENTUM SERVICES,"AMENTUM SERVICES, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,32,procurement,1525.2502,USAspending national actions:usaspending-procurement-national-actions.csv:N6523617F3083|N6523617F3083|QEMLRQA7PLG4:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA805123F0023|FA805123F0023|QEMLRQA7PLG4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA805123F0023|FA805123F0023|QEMLRQA7PLG4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W911RQ23F0020|W911RQ23F0020|QEMLRQA7PLG4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA300221F0119|FA300221F0119|QEMLRQA7PLG4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W58RGZ23C0029|W58RGZ23C0029|QEMLRQA7PLG4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N6523617F3083|N6523617F3083|QEMLRQA7PLG4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:70B02C21C00000005|70B02C21C00000005|QEMLRQA7PLG4:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-71459b61ad0b,DRAGADOS HAWAIIAN DREDGING ORION JV,DRAGADOS/HAWAIIAN DREDGING/ORION JV,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,4,procurement,1512.0000,USAspending national actions:usaspending-procurement-national-actions.csv:N6274223F4007|N6274223F4007|E8AXVANBZBD4:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:N6274223F4007|N6274223F4007|E8AXVANBZBD4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N6274223F4007|N6274223F4007|E8AXVANBZBD4:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N6274223F4007|N6274223F4007|E8AXVANBZBD4:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-775e4f3c094b,CACI FEDERAL,"CACI, INC. - FEDERAL",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,61,procurement,1480.2827,USAspending national actions:usaspending-procurement-national-actions.csv:70B04C24F00001129|70B04C24F00001129|N3PBJAVNKF61:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140D0419F0304|140D0419F0304|N3PBJAVNKF61:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140D0424F0341|140D0424F0341|N3PBJAVNKF61:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140D0419F0304|140D0419F0304|N3PBJAVNKF61:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140D0422F0031|140D0422F0031|N3PBJAVNKF61:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140D0419F0304|140D0419F0304|N3PBJAVNKF61:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140D0424F0820|140D0424F0820|N3PBJAVNKF61:recipient | USAspending agency actions:usaspending-procurement-actions.csv:140D0424F0820|140D0424F0820|N3PBJAVNKF61:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-1d96c4734f18,ORACLE HEALTH GOVERNMENT SERVICES,"ORACLE HEALTH GOVERNMENT SERVICES, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,23,procurement,1465.5723,USAspending national actions:usaspending-procurement-national-actions.csv:36C10B24N0063EHRM|36C10B24N0063EHRM|DT2KS3HH5FP5:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:36C10B18N0003|36C10B18N0003|DT2KS3HH5FP5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C10B22N0047EHRM|36C10B22N0047EHRM|DT2KS3HH5FP5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C10B20N0033EHRM|36C10B20N0033EHRM|DT2KS3HH5FP5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C10B23N0046EHRM|36C10B23N0046EHRM|DT2KS3HH5FP5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C10B20N0028EHRM|36C10B20N0028EHRM|DT2KS3HH5FP5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C10B20N0034EHRM|36C10B20N0034EHRM|DT2KS3HH5FP5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:36C10B23N0057EHRM|36C10B23N0057EHRM|DT2KS3HH5FP5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-e2b919059301,MINISTRY DEFENSE,MINISTRY OF DEFENSE,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,2,procurement,1449.1326,USAspending national actions:usaspending-procurement-national-actions.csv:FA520924F9072|FA520924F9072|C1KKFURZSEF5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA520924F9072|FA520924F9072|C1KKFURZSEF5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-4ef97bd5da2d,AM GENERAL,AM GENERAL LLC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,8,procurement,1389.7437,USAspending national actions:usaspending-procurement-national-actions.csv:W56HZV23F0294|W56HZV23F0294|NWM1JWVDA853:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:W912CH24F0125|W912CH24F0125|NWM1JWVDA853:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W56HZV23F0294|W56HZV23F0294|NWM1JWVDA853:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W56HZV24F0136|W56HZV24F0136|NWM1JWVDA853:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W56HZV23F0434|W56HZV23F0434|NWM1JWVDA853:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W56HZV24F0136|W56HZV24F0136|NWM1JWVDA853:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W912CH24F0125|W912CH24F0125|NWM1JWVDA853:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W912CH24F0207|W912CH24F0207|NWM1JWVDA853:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-92296a9b9b7f,BAE SYSTEMS INFORMATION ELECTRONIC SYSTEMS INTEGRATION,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC.,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,6,procurement,1370.2856,USAspending national actions:usaspending-procurement-national-actions.csv:N0001924F0116|N0001924F0116|LL86LYMYHK36:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:FA862024F4706|FA862024F4706|F9AVUZ8YBGQ6:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N0001924F0116|N0001924F0116|LL86LYMYHK36:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA862024F4706|FA862024F4706|F9AVUZ8YBGQ6:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N0001924C0003|N0001924C0003|F9AVUZ8YBGQ6:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W58RGZ24F0378|W58RGZ24F0378|F9AVUZ8YBGQ6:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-1eae0703235f,ACCENTURE FEDERAL SERVICES,ACCENTURE FEDERAL SERVICES LLC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,150,procurement,1341.0151,USAspending national actions:usaspending-procurement-national-actions.csv:75FCMC21F0002|75FCMC21F0002|C47BNA8GM833:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303024FIM000130|89303024FIM000130|C47BNA8GM833:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303024FIM000129|89303024FIM000129|C47BNA8GM833:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89243424FEE000416|89243424FEE000416|C47BNA8GM833:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89603024F0002|89603024F0002|C47BNA8GM833:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89603024F0001|89603024F0001|C47BNA8GM833:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303020FIM000051|89303020FIM000051|C47BNA8GM833:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303021FIM000064|89303021FIM000064|C47BNA8GM833:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-71bdba97e5e7,UCHICAGO ARGONNE,"UCHICAGO ARGONNE, LLC",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,32,procurement,1322.1671,USAspending national actions:usaspending-procurement-national-actions.csv:DEAC0206CH11357|DEAC0206CH11357|JA8EP8EKX8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0206CH11357|DEAC0206CH11357|JA8EP8EKX8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0206CH11357|DEAC0206CH11357|JA8EP8EKX8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0206CH11357|DEAC0206CH11357|JA8EP8EKX8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0206CH11357|DEAC0206CH11357|JA8EP8EKX8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0206CH11357|DEAC0206CH11357|JA8EP8EKX8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0206CH11357|DEAC0206CH11357|JA8EP8EKX8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0206CH11357|DEAC0206CH11357|JA8EP8EKX8Y9:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-8c399cb52dd4,CHARLES STARK DRAPER LABORATORY,"THE CHARLES STARK DRAPER LABORATORY, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,11,procurement,1283.2309,USAspending national actions:usaspending-procurement-national-actions.csv:N0003022C6002|N0003022C6002|GTJHZE4M7YK1:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:N0003022C6002|N0003022C6002|GTJHZE4M7YK1:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N0003024C6001|N0003024C6001|GTJHZE4M7YK1:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N0003024C6001|N0003024C6001|GTJHZE4M7YK1:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N0003022C6002|N0003022C6002|GTJHZE4M7YK1:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N0003022C6002|N0003022C6002|GTJHZE4M7YK1:recipient | USAspending agency actions:usaspending-procurement-actions.csv:N0003023C6008|N0003023C6008|GTJHZE4M7YK1:recipient | USAspending agency actions:usaspending-procurement-actions.csv:80JSC022F0174|80JSC022F0174|GTJHZE4M7YK1:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-ffdeeb2d2596,SERCO,SERCO INC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,27,procurement,1170.5245,USAspending national actions:usaspending-procurement-national-actions.csv:W912DS24C0022|W912DS24C0022|DKJ1R5ABCN48:recipient | USAspending national actions:usaspending-procurement-national-actions.csv:75FCMC23F0010|75FCMC23F0010|DKJ1R5ABCN48:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HE0421F0021|68HE0421F0021|DKJ1R5ABCN48:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HE0421F0020|68HE0421F0020|DKJ1R5ABCN48:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HE0424F0028|68HE0424F0028|DKJ1R5ABCN48:recipient | USAspending agency actions:usaspending-procurement-actions.csv:68HE0424F0030|68HE0424F0030|DKJ1R5ABCN48:recipient | USAspending agency actions:usaspending-procurement-actions.csv:0003|0003|DKJ1R5ABCN48:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DTFAWA15C00021|DTFAWA15C00021|DKJ1R5ABCN48:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-1e516fc70b51,MAXIMUS FEDERAL SERVICES,"MAXIMUS FEDERAL SERVICES, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,16,procurement,1116.1480,USAspending national actions:usaspending-procurement-national-actions.csv:75FCMC22C0038|75FCMC22C0038|TREKW6J3QSF5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75FCMC21F0002|75FCMC21F0002|TREKW6J3QSF5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75FCMC22C0038|75FCMC22C0038|TREKW6J3QSF5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75FCMC22C0038|75FCMC22C0038|TREKW6J3QSF5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75FCMC22C0038|75FCMC22C0038|TREKW6J3QSF5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75FCMC22F0001|75FCMC22F0001|TREKW6J3QSF5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75FCMC22C0038|75FCMC22C0038|TREKW6J3QSF5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75FCMC22C0038|75FCMC22C0038|TREKW6J3QSF5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-09cc3fab2029,LEIDOS BIOMEDICAL RESEARCH,LEIDOS BIOMEDICAL RESEARCH INC,2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,19,procurement,1109.6825,USAspending national actions:usaspending-procurement-national-actions.csv:75N91024F00011|75N91024F00011|HV8BH9BPG8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75N91021F00013|75N91021F00013|HV8BH9BPG8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75N91019F00134|75N91019F00134|HV8BH9BPG8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75N91023F00008|75N91023F00008|HV8BH9BPG8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75N91024F00020|75N91024F00020|HV8BH9BPG8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75N91020F00003|75N91020F00003|HV8BH9BPG8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75N91020F00003|75N91020F00003|HV8BH9BPG8Y9:recipient | USAspending agency actions:usaspending-procurement-actions.csv:75N91024F00021|75N91024F00021|HV8BH9BPG8Y9:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-ae7c53d53455,GENERAL ATOMICS AERONAUTICAL SYSTEMS,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,20,procurement,1103.7873,USAspending national actions:usaspending-procurement-national-actions.csv:W31P4Q24F0258|W31P4Q24F0258|ZH4NVFG3Z526:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W58RGZ24C0021|W58RGZ24C0021|ZH4NVFG3Z526:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W58RGZ19C0027|W58RGZ19C0027|ZH4NVFG3Z526:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA857724C0001|FA857724C0001|ZH4NVFG3Z526:recipient | USAspending agency actions:usaspending-procurement-actions.csv:W58RGZ19C0027|W58RGZ19C0027|ZH4NVFG3Z526:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA868923C2018|FA868923C2018|ZH4NVFG3Z526:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA857724C0001|FA857724C0001|ZH4NVFG3Z526:recipient | USAspending agency actions:usaspending-procurement-actions.csv:FA862019C2003|FA862019C2003|ZH4NVFG3Z526:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-506fc4766db1,SAVANNAH RIVER MISSION COMPLETION,"SAVANNAH RIVER MISSION COMPLETION, LLC",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,34,procurement,1098.7757,USAspending national actions:usaspending-procurement-national-actions.csv:89303723FEM400292|89303723FEM400292|C32KCWJ94LY8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303723FEM400292|89303723FEM400292|C32KCWJ94LY8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303723FEM400292|89303723FEM400292|C32KCWJ94LY8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303723FEM400293|89303723FEM400293|C32KCWJ94LY8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303722FEM400210|89303722FEM400210|C32KCWJ94LY8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303723FEM400293|89303723FEM400293|C32KCWJ94LY8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303722FEM400210|89303722FEM400210|C32KCWJ94LY8:recipient | USAspending agency actions:usaspending-procurement-actions.csv:89303722FEM400210|89303722FEM400210|C32KCWJ94LY8:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
cand-d332b579d413,FERMI RESEARCH ALLIANCE,"FERMI RESEARCH ALLIANCE, LLC",2,USAspending agency actions; USAspending national actions,1,procurement,same_venue_multi_source,10,procurement,1091.4750,USAspending national actions:usaspending-procurement-national-actions.csv:DEAC0207CH11359|DEAC0207CH11359|E1EUJL3KLKX5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0207CH11359|DEAC0207CH11359|E1EUJL3KLKX5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0207CH11359|DEAC0207CH11359|E1EUJL3KLKX5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0207CH11359|DEAC0207CH11359|E1EUJL3KLKX5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0207CH11359|DEAC0207CH11359|E1EUJL3KLKX5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0207CH11359|DEAC0207CH11359|E1EUJL3KLKX5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0207CH11359|DEAC0207CH11359|E1EUJL3KLKX5:recipient | USAspending agency actions:usaspending-procurement-actions.csv:DEAC0207CH11359|DEAC0207CH11359|E1EUJL3KLKX5:recipient,"seed canonical actor table, alias review sample, and linked actor-issue-venue-time panel","manually adjudicate aliases, source identifiers, false positives, and issue comparability before promoting any row under data/calibration/first-wave/","candidate-only automated name overlap; not evidence of common control, venue shifting, or causal substitution"
