canonicalActorId,issueCode,venue,periodStart,periodEnd,activityType,activityMeasure,sourceSystem,sourceRecordId,matchConfidence,activityAmount,jurisdiction,reviewStatus,notes
cand-924ddd539ebf,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0009,Intermediary bridge,202569685,0.9500,0.0009,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-92a0ec3bf0a1,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0032,IRS/ProPublica dark-money bridge,020449162,0.9500,0.0032,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-92a0ec3bf0a1,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0066,Intermediary bridge,020449162,0.9500,0.0066,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-93a8c93d2de7,reviewed-energy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0311,IRS/ProPublica dark-money bridge,521497342,0.9500,0.0311,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-93a8c93d2de7,reviewed-energy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0934,Intermediary bridge,521497342,0.9500,0.0934,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-93c28747dbe8,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0078,IRS/ProPublica dark-money bridge,462945494,0.9500,0.0078,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-93c28747dbe8,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0234,Intermediary bridge,462945494,0.9500,0.0234,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-93c782efa823,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0089,IRS/ProPublica dark-money bridge,521245222,0.9500,0.0089,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-93c782efa823,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0266,Intermediary bridge,521245222,0.9500,0.0266,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9496f73c7fb7,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.1649,IRS/ProPublica dark-money bridge,130432130,0.9500,0.1649,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9496f73c7fb7,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.4947,Intermediary bridge,130432130,0.9500,0.4947,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-94af4d88e782,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0024,IRS/ProPublica dark-money bridge,132772832,0.9500,0.0024,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-94af4d88e782,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0049,Intermediary bridge,132772832,0.9500,0.0049,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-95050b6a7b48,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0074,IRS/ProPublica dark-money bridge,310921680,0.9500,0.0074,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-95050b6a7b48,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0221,Intermediary bridge,310921680,0.9500,0.0221,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-95b6a55f6fbe,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0386,IRS/ProPublica dark-money bridge,521369152,0.9500,0.0386,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-95b6a55f6fbe,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0804,Intermediary bridge,521369152,0.9500,0.0804,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-962f587c7257,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0019,IRS/ProPublica dark-money bridge,364692342,0.9500,0.0019,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-962f587c7257,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0057,Intermediary bridge,364692342,0.9500,0.0057,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9700fe76c719,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0610,IRS/ProPublica dark-money bridge,510391748,0.9500,0.0610,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9700fe76c719,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.1830,Intermediary bridge,510391748,0.9500,0.1830,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-972301852f3d,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.3703,IRS/ProPublica dark-money bridge,131084330,0.9500,0.3703,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-972301852f3d,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,1.1108,Intermediary bridge,131084330,0.9500,1.1108,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-972901000bd9,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0006,IRS/ProPublica dark-money bridge,262819027,0.9500,0.0006,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-972901000bd9,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0013,Intermediary bridge,262819027,0.9500,0.0013,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-97885a307768,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0002,IRS/ProPublica dark-money bridge,521483835,0.9500,0.0002,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-97885a307768,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0006,Intermediary bridge,521483835,0.9500,0.0006,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-98c41d93fe2a,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.2013,IRS/ProPublica dark-money bridge,521007647,0.9500,0.2013,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-98c41d93fe2a,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.6038,Intermediary bridge,521007647,0.9500,0.6038,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9948f2974958,reviewed-technology,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.3287,IRS/ProPublica dark-money bridge,521006053,0.9500,0.3287,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9948f2974958,reviewed-technology,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.9860,Intermediary bridge,521006053,0.9500,0.9860,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-996b6616279b,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0026,IRS/ProPublica dark-money bridge,201597444,0.9500,0.0026,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-996b6616279b,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0053,Intermediary bridge,201597444,0.9500,0.0053,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9a3fc12e9944,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0012,IRS/ProPublica dark-money bridge,361521425,0.9500,0.0012,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9a3fc12e9944,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0035,Intermediary bridge,361521425,0.9500,0.0035,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9a6e44184e77,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0139,IRS/ProPublica dark-money bridge,136133105,0.9500,0.0139,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9a6e44184e77,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0418,Intermediary bridge,136133105,0.9500,0.0418,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9ae6bbdec7a0,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0050,IRS/ProPublica dark-money bridge,463269663,0.9500,0.0050,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9ae6bbdec7a0,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0150,Intermediary bridge,463269663,0.9500,0.0150,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9b6c1138e4d5,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0022,IRS/ProPublica dark-money bridge,203878470,0.9500,0.0022,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9b6c1138e4d5,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0067,Intermediary bridge,203878470,0.9500,0.0067,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9c4258565aba,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0007,IRS/ProPublica dark-money bridge,521498417,0.9500,0.0007,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9c4258565aba,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0022,Intermediary bridge,521498417,0.9500,0.0022,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9c4a6dde7214,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0125,IRS/ProPublica dark-money bridge,042688181,0.9500,0.0125,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9c4a6dde7214,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0375,Intermediary bridge,042688181,0.9500,0.0375,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9c7cbdd231db,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0002,IRS/ProPublica dark-money bridge,464748207,0.9500,0.0002,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9c7cbdd231db,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0006,Intermediary bridge,464748207,0.9500,0.0006,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9c97a0fb312e,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0045,IRS/ProPublica dark-money bridge,521309154,0.9500,0.0045,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9c97a0fb312e,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0135,Intermediary bridge,521309154,0.9500,0.0135,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9ca4b30517fc,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0355,IRS/ProPublica dark-money bridge,222072345,0.9500,0.0355,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9ca4b30517fc,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.1065,Intermediary bridge,222072345,0.9500,0.1065,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9d1ec0b555c2,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0656,IRS/ProPublica dark-money bridge,131772100,0.9500,0.0656,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9d1ec0b555c2,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.1967,Intermediary bridge,131772100,0.9500,0.1967,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9de92054c1b8,reviewed-technology,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.1758,IRS/ProPublica dark-money bridge,061242574,0.9500,0.1758,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9de92054c1b8,reviewed-technology,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.5273,Intermediary bridge,061242574,0.9500,0.5273,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9fb8b027b3a4,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0281,IRS/ProPublica dark-money bridge,521038765,0.9500,0.0281,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9fb8b027b3a4,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0843,Intermediary bridge,521038765,0.9500,0.0843,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9fbdfc561088,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0027,IRS/ProPublica dark-money bridge,521320900,0.9500,0.0027,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9fbdfc561088,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0080,Intermediary bridge,521320900,0.9500,0.0080,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9fe02cbb80ae,reviewed-democracy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0029,IRS/ProPublica dark-money bridge,432065865,0.9500,0.0029,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-9fe02cbb80ae,reviewed-democracy,intermediary,2024-01-01,2024-12-31,intermediary_capacity,0.0086,Intermediary bridge,432065865,0.9500,0.0086,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
cand-a00cd309fdcf,reviewed-energy,opaque_nonprofit_or_dark_money,2024-01-01,2024-12-31,opaque_nonprofit_capacity,0.0007,IRS/ProPublica dark-money bridge,521568668,0.9500,0.0007,source_snapshot,reviewed_exact_identifier_link,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; period is normalized source snapshot coverage, not observed pre/post movement"
