canonicalActorId,committeeId,committeeName,reportYear,reportType,fileNumber,sourceRecordId,periodStart,periodEnd,receiptDate,amendmentIndicator,mostRecent,isAmended,amendmentChain,candidateContributionsDollars,independentExpendituresDollars,totalDisbursementsDollars,sourceUrl,sourceRetrievedAt,linkStatus,claimBoundary
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M7,293477,file:293477,2007-06-01,2007-06-30,2007-07-11,N,true,false,293477,23000.00,0.00,23005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/293477/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M8,301541,file:301541,2007-07-01,2007-07-31,2007-08-18,N,true,false,301541,10500.00,0.00,10505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/301541/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M9,303479,file:303479,2007-08-01,2007-08-31,2007-09-17,N,true,false,303479,2000.00,0.00,2005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/303479/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M10,307701,file:307701,2007-09-01,2007-09-30,2007-10-16,N,true,false,307701,9250.00,0.00,9255.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/307701/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M11,311036,file:311036,2007-10-01,2007-10-31,2007-11-19,N,true,false,311036,23500.00,0.00,23505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/311036/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,M12,312853,file:312853,2007-11-01,2007-11-30,2007-12-14,N,true,false,312853,12500.00,0.00,12505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/312853/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2007,YE,320694,file:320694,2007-12-01,2007-12-31,2008-02-01,N,true,false,320694,8500.00,0.00,8505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/320694/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M2,322652,file:322652,2008-01-01,2008-01-31,2008-02-15,N,true,false,322652,1000.00,0.00,1005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/322652/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M3,,image:28039750585,2008-02-01,2008-02-29,2008-06-16,A,none,true,,,,,https://docquery.fec.gov/pdf/585/28039750585/28039750585.pdf,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M3,327133,file:327133,2008-02-01,2008-02-29,2008-03-18,N,false,true,327133,19500.00,0.00,19505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/327133/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M3,346562,file:346562,2008-02-01,2008-02-29,2008-06-30,A,true,false,327133;346562,19500.00,0.00,19505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/346562/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M4,331666,file:331666,2008-03-01,2008-03-31,2008-04-14,N,true,false,331666,21500.00,0.00,21505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/331666/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M5,339721,file:339721,2008-04-01,2008-04-30,2008-05-19,N,true,false,339721,15000.00,0.00,15005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/339721/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M6,345419,file:345419,2008-05-01,2008-05-31,2008-06-19,N,true,false,345419,44000.00,0.00,44540.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/345419/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M7,350952,file:350952,2008-06-01,2008-06-30,2008-07-15,N,true,false,350952,17000.00,0.00,17005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/350952/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M8,358472,file:358472,2008-07-01,2008-07-31,2008-08-20,N,true,false,358472,16500.00,0.00,16505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/358472/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M9,363084,file:363084,2008-08-01,2008-08-31,2008-09-19,N,false,true,363084,2000.00,0.00,2005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/363084/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M9,371095,file:371095,2008-08-01,2008-08-31,2008-10-17,A,true,false,363084;371095,2000.00,0.00,2005.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/371095/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,M10,371104,file:371104,2008-09-01,2008-09-30,2008-10-17,N,true,false,371104,25500.00,0.00,25505.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/371104/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,12G,372233,file:372233,2008-10-01,2008-10-15,2008-10-20,N,true,false,372233,5000.00,0.00,5000.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/372233/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,30G,386059,file:386059,2008-10-16,2008-11-24,2008-11-26,N,true,false,386059,27000.00,0.00,27000.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/386059/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
cand-d5522e62fad7,C00007450,AMERICAN GAS ASSOCIATION POLITICAL ACTION COMMITTEE; THE (GASPAC),2008,YE,395436,file:395436,2008-11-25,2008-12-31,2009-01-14,N,true,false,395436,-4000.00,0.00,-3985.00,https://docquery.fec.gov/cgi-bin/forms/C00007450/395436/,2026-09-12T18:21:15+00:00,historical_affiliation_candidate,"Observed political-committee report-period amounts only; historical affiliation is a bounded actor-link candidate, not principal funding identity, treatment assignment, or evidence of causal channel substitution."
